id,Class,Predicted
2541.jpg,Purple,Green
2542.jpg,Purple,Purple
2547.jpg,Yellow,Yellow
2566.jpg,Yellow,Yellow
2567.jpg,Yellow,White
2570.jpg,Purple,Purple
2593.jpg,Red,Red
2594.jpg,Red,White
2595.jpg,Red,White
2599.jpg,White,White
2603.jpg,Yellow,White
2606.jpg,White,White
2682.jpg,Purple,Purple
2683.jpg,Purple,Purple
2684.jpg,Purple,Purple
2685.jpg,Purple,Purple
2686.jpg,Purple,Purple
2687.jpg,Purple,Purple
2688.jpg,Purple,Purple
2689.jpg,Purple,Purple
2690.jpg,Purple,Purple
2700.jpg,Green,Green
2717.jpg,Green,Green
2718.jpg,Green,Green
2737.jpg,White,White
2738.jpg,White,Green
2754.jpg,Green,Green
2755.jpg,Green,Green
2892.jpg,Purple,Purple
2893.jpg,Purple,Yellow
2894.jpg,Purple,Purple
2895.jpg,Purple,Purple
2896.jpg,Purple,Purple
2897.jpg,Purple,Green
2898.jpg,Purple,Purple
2899.jpg,Purple,Purple
2900.jpg,Purple,Purple
2901.jpg,Purple,Purple
2902.jpg,Purple,Purple
2903.jpg,Purple,Purple
2904.jpg,Purple,Purple
2905.jpg,Purple,Red
2906.jpg,Purple,Purple
2907.jpg,Purple,Purple
2908.jpg,Purple,Purple
2994.jpg,Purple,Purple
2995.jpg,Purple,Purple
2996.jpg,Purple,Purple
2997.jpg,Purple,Purple
2998.jpg,Purple,Purple
2999.jpg,Purple,Purple
3000.jpg,Purple,Purple
3001.jpg,Purple,Purple
3002.jpg,Purple,Purple
3003.jpg,Purple,Purple
3278.jpg,White,White
3279.jpg,White,White
3280.jpg,White,White
3281.jpg,White,White
3282.jpg,White,White
3283.jpg,White,Red
3284.jpg,White,White
3285.jpg,White,White
3286.jpg,White,White
3287.jpg,White,White
3288.jpg,White,White
3289.jpg,White,White
3290.jpg,White,White
3291.jpg,White,White
3292.jpg,White,White
3293.jpg,White,White
3294.jpg,White,White
3295.jpg,White,White
3296.jpg,White,White
3297.jpg,White,White
3298.jpg,White,White
3329.jpg,Purple,Purple
3330.jpg,Purple,White
3331.jpg,Purple,Purple
3332.jpg,Purple,Purple
3341.jpg,Red,Red
3474.jpg,Purple,Purple
3475.jpg,Purple,Purple
3476.jpg,Purple,Purple
3477.jpg,Purple,Purple
3478.jpg,Purple,Purple
3479.jpg,Purple,Purple
3480.jpg,Purple,Purple
3481.jpg,Purple,Purple
3482.jpg,Purple,Purple
3483.jpg,Purple,Purple
3484.jpg,Purple,Purple
3485.jpg,Purple,Purple
3486.jpg,Purple,Purple
3487.jpg,Purple,Purple
3488.jpg,Purple,Purple
3491.jpg,White,Purple
3505.jpg,White,White
3506.jpg,White,White
3586.jpg,White,White
3587.jpg,White,White
3588.jpg,White,White
3589.jpg,White,White
3590.jpg,White,White
3591.jpg,White,White
3592.jpg,White,White
3593.jpg,White,White
3594.jpg,White,White
3595.jpg,White,White
3666.jpg,White,White
3667.jpg,White,White
3668.jpg,White,Green
3669.jpg,White,White
3670.jpg,White,White
3671.jpg,White,Green
3672.jpg,White,White
3673.jpg,White,Green
3674.jpg,White,Green
3803.jpg,White,White
3804.jpg,White,Green
3805.jpg,White,White
3806.jpg,White,White
3807.jpg,White,Green
3808.jpg,White,Green
3809.jpg,White,White
3810.jpg,White,White
3811.jpg,White,White
3812.jpg,White,White
3965.jpg,Purple,Purple
3966.jpg,Purple,Purple
3967.jpg,Purple,Purple
3968.jpg,Purple,Purple
3969.jpg,Purple,Purple
3970.jpg,Purple,Purple
3971.jpg,Purple,Purple
3972.jpg,Purple,Purple
3973.jpg,Purple,White
3974.jpg,Purple,Purple
3975.jpg,Purple,Purple
3976.jpg,Purple,White
3977.jpg,Purple,Purple
3978.jpg,Purple,Purple
3979.jpg,Purple,Purple
3980.jpg,Purple,White
3999.jpg,Green,Green
40.jpg,White,White
4000.jpg,Green,Yellow
4012.jpg,White,White
4034.jpg,White,White
4035.jpg,White,White
4036.jpg,White,White
4051.jpg,Green,Green
4052.jpg,Green,Yellow
4059.jpg,Purple,Purple
4070.jpg,Purple,Purple
4074.jpg,Purple,White
41.jpg,White,White
4119.jpg,Purple,Red
4120.jpg,Purple,Purple
4121.jpg,Purple,Purple
4122.jpg,Purple,Purple
4123.jpg,Purple,Purple
4124.jpg,Purple,Red
4155.jpg,White,White
4156.jpg,White,White
4157.jpg,White,White
4158.jpg,White,White
4170.jpg,White,Green
4188.jpg,White,White
4189.jpg,White,Purple
4198.jpg,Green,Green
4208.jpg,Green,White
4241.jpg,Purple,Green
4242.jpg,Purple,Purple
4243.jpg,Purple,Purple
4244.jpg,Purple,White
4263.jpg,Green,Green
4264.jpg,Green,Green
4265.jpg,Green,Green
4283.jpg,Green,Green
4284.jpg,Green,Green
4315.jpg,Green,Green
4316.jpg,Green,Green
4317.jpg,Green,Green
4318.jpg,Green,Green
4323.jpg,Purple,Green
4326.jpg,Yellow,White
4331.jpg,Green,Green
4334.jpg,Green,Green
4337.jpg,Green,Green
4354.jpg,Green,Green
4355.jpg,Green,Green
4358.jpg,Green,Green
4382.jpg,White,White
4383.jpg,White,White
4384.jpg,White,White
4394.jpg,Yellow,Purple
4446.jpg,Purple,Purple
4447.jpg,Purple,Purple
4448.jpg,Purple,Purple
4449.jpg,Purple,Purple
4450.jpg,Purple,Purple
4451.jpg,Purple,Purple
4452.jpg,Purple,White
4505.jpg,Green,Green
4506.jpg,Green,Green
4507.jpg,Green,Green
4508.jpg,Green,Green
4509.jpg,Green,Green
4510.jpg,Green,Green
4511.jpg,Green,Green
4531.jpg,White,White
4532.jpg,White,Purple
4533.jpg,White,White
4571.jpg,Green,Green
4572.jpg,Green,Green
4573.jpg,Green,Green
4574.jpg,Green,Green
4575.jpg,Green,Green
4610.jpg,Yellow,Yellow
4611.jpg,Yellow,Yellow
4612.jpg,Yellow,Yellow
4613.jpg,Yellow,Yellow
4614.jpg,Yellow,Yellow
469.jpg,Purple,Purple
470.jpg,Purple,Purple
471.jpg,Purple,Purple
4715.jpg,Yellow,Yellow
4716.jpg,Yellow,Yellow
4717.jpg,Yellow,Yellow
4718.jpg,Yellow,Yellow
4719.jpg,Yellow,Yellow
472.jpg,Purple,Purple
4720.jpg,Yellow,Yellow
4721.jpg,Yellow,Yellow
4722.jpg,Yellow,Yellow
4723.jpg,Yellow,Yellow
4724.jpg,Yellow,Yellow
4725.jpg,Yellow,Yellow
4726.jpg,Yellow,Yellow
473.jpg,Purple,Purple
474.jpg,Purple,Purple
4740.jpg,White,Green
4741.jpg,White,White
4745.jpg,Green,Green
475.jpg,Purple,Purple
476.jpg,Purple,Purple
477.jpg,Purple,Purple
478.jpg,Purple,Purple
479.jpg,Purple,Purple
480.jpg,Purple,Purple
4809.jpg,Yellow,Yellow
481.jpg,Purple,Purple
4810.jpg,Yellow,Yellow
4811.jpg,Yellow,Yellow
4812.jpg,Yellow,Yellow
4813.jpg,Yellow,Yellow
4814.jpg,Yellow,Yellow
4815.jpg,Yellow,Yellow
4816.jpg,Yellow,Yellow
4950.jpg,White,White
4951.jpg,White,White
4952.jpg,White,White
4953.jpg,White,White
4954.jpg,White,White
4955.jpg,White,White
4956.jpg,White,White
4957.jpg,White,Purple
4958.jpg,White,White
4959.jpg,White,White
4960.jpg,White,White
4961.jpg,White,White
4962.jpg,White,White
4963.jpg,White,White
4964.jpg,White,White
4969.jpg,White,White
4973.jpg,White,White
4999.jpg,Green,Green
5000.jpg,Green,Green
5001.jpg,Green,Green
5002.jpg,Green,Green
5029.jpg,Purple,Purple
5030.jpg,Purple,White
5031.jpg,Purple,White
5032.jpg,Purple,White
5044.jpg,Green,White
5045.jpg,Green,Green
5168.jpg,Green,Green
5169.jpg,Green,Green
5170.jpg,Green,Green
5171.jpg,Green,Green
5172.jpg,Green,Green
5173.jpg,Green,Green
5174.jpg,Green,Green
5175.jpg,Green,Green
5176.jpg,Green,Green
5177.jpg,Green,Green
5178.jpg,Green,Green
5179.jpg,Green,Green
5180.jpg,Green,Green
5181.jpg,Green,Green
5239.jpg,Yellow,Green
5240.jpg,Yellow,Green
5241.jpg,Yellow,Green
5242.jpg,Yellow,Green
5243.jpg,Yellow,Green
5244.jpg,Yellow,Green
5245.jpg,Yellow,Green
5246.jpg,Yellow,Green
5293.jpg,Yellow,Yellow
5294.jpg,Yellow,Yellow
5295.jpg,Yellow,Yellow
5296.jpg,Yellow,Yellow
5297.jpg,Yellow,Yellow
5298.jpg,Yellow,Yellow
5310.jpg,White,White
5425.jpg,Yellow,Yellow
5426.jpg,Yellow,White
5427.jpg,Yellow,Green
5428.jpg,Yellow,White
5429.jpg,Yellow,Yellow
5430.jpg,Yellow,Green
5431.jpg,Yellow,Green
5432.jpg,Yellow,Yellow
5433.jpg,Yellow,Green
5434.jpg,Yellow,Yellow
5435.jpg,Yellow,Yellow
5436.jpg,Yellow,Yellow
5437.jpg,Yellow,Yellow
5472.jpg,White,White
5473.jpg,White,White
5474.jpg,White,White
5475.jpg,White,White
5476.jpg,White,White
5489.jpg,White,White
5490.jpg,White,White
5508.jpg,Green,Green
5509.jpg,Green,Green
5536.jpg,Green,Green
5537.jpg,Green,Green
5538.jpg,Green,Green
5539.jpg,Green,Green
5560.jpg,Purple,Purple
5561.jpg,Purple,Purple
5562.jpg,Purple,Purple
5587.jpg,White,White
5588.jpg,White,White
5681.jpg,Purple,Purple
5682.jpg,Purple,Purple
5683.jpg,Purple,Purple
5684.jpg,Purple,Purple
5685.jpg,Purple,Purple
5686.jpg,Purple,Purple
5687.jpg,Purple,Purple
5688.jpg,Purple,Purple
5689.jpg,Purple,White
5690.jpg,Purple,Purple
5691.jpg,Purple,Purple
5738.jpg,Green,Green
5739.jpg,Green,Green
5740.jpg,Green,Green
5741.jpg,Green,Green
5742.jpg,Green,Green
5743.jpg,Green,Yellow
5744.jpg,Green,Green
5777.jpg,Green,Green
5778.jpg,Green,Green
5779.jpg,Green,Green
5780.jpg,Green,Green
5795.jpg,Green,Green
5796.jpg,Green,Green
5801.jpg,Green,Red
5806.jpg,White,Green
5819.jpg,Green,Green
5820.jpg,Green,Green
5826.jpg,Yellow,Yellow
5978.jpg,Purple,Purple
5979.jpg,Purple,Purple
5980.jpg,Purple,Purple
5981.jpg,Purple,Purple
5982.jpg,Purple,Purple
5983.jpg,Purple,Purple
5984.jpg,Purple,Purple
5985.jpg,Purple,Purple
5986.jpg,Purple,Purple
5987.jpg,Purple,Purple
5988.jpg,Purple,Purple
5989.jpg,Purple,Purple
5990.jpg,Purple,Purple
5991.jpg,Purple,Purple
5992.jpg,Purple,Purple
5993.jpg,Purple,Purple
5994.jpg,Purple,Purple
5995.jpg,Purple,Purple
6011.jpg,Green,Yellow
6012.jpg,Green,Green
6034.jpg,White,White
6035.jpg,White,White
6036.jpg,White,White
6143.jpg,Yellow,Yellow
6144.jpg,Yellow,Yellow
6145.jpg,Yellow,Yellow
6146.jpg,Yellow,Yellow
6147.jpg,Yellow,Yellow
6148.jpg,Yellow,Yellow
6149.jpg,Yellow,White
6150.jpg,Yellow,Yellow
6151.jpg,Yellow,Purple
6152.jpg,Yellow,Purple
6153.jpg,Yellow,Yellow
6154.jpg,Yellow,Green
6155.jpg,Yellow,Yellow
6239.jpg,Yellow,White
6240.jpg,Yellow,White
6241.jpg,Yellow,Yellow
6242.jpg,Yellow,White
6243.jpg,Yellow,Green
6244.jpg,Yellow,Yellow
6245.jpg,Yellow,Green
6246.jpg,Yellow,White
6247.jpg,Yellow,White
6286.jpg,Red,Red
6287.jpg,Red,Purple
6288.jpg,Red,Red
6289.jpg,Red,Red
6290.jpg,Red,Red
6300.jpg,Yellow,Yellow
6312.jpg,Purple,Purple
634.jpg,Purple,Purple
635.jpg,Purple,Purple
636.jpg,Purple,Purple
637.jpg,Purple,Purple
638.jpg,Purple,Purple
639.jpg,Purple,Purple
640.jpg,Purple,Purple
641.jpg,Purple,Purple
6415.jpg,White,White
6416.jpg,White,White
6417.jpg,White,White
6418.jpg,White,White
6419.jpg,White,White
642.jpg,Purple,Purple
6420.jpg,White,White
6421.jpg,White,White
6422.jpg,White,White
6423.jpg,White,White
6424.jpg,White,White
6425.jpg,White,White
6426.jpg,White,White
643.jpg,Purple,Purple
6439.jpg,White,White
644.jpg,Purple,Purple
6440.jpg,White,White
645.jpg,Purple,Purple
646.jpg,Purple,Purple
647.jpg,Purple,Purple
648.jpg,Purple,Purple
649.jpg,Purple,Purple
6497.jpg,White,White
6498.jpg,White,White
6499.jpg,White,White
650.jpg,Purple,Green
6500.jpg,White,White
6501.jpg,White,White
6502.jpg,White,White
6503.jpg,White,White
6509.jpg,White,White
651.jpg,Purple,Purple
6532.jpg,White,Green
6533.jpg,White,White
6534.jpg,White,White
6539.jpg,Yellow,White
6580.jpg,White,White
6581.jpg,White,White
6582.jpg,White,White
6583.jpg,White,White
6584.jpg,White,White
6585.jpg,White,White
6591.jpg,White,White
6668.jpg,White,White
6669.jpg,White,White
6670.jpg,White,White
6671.jpg,White,White
6672.jpg,White,White
6673.jpg,White,White
6674.jpg,White,White
6675.jpg,White,White
6676.jpg,White,White
6677.jpg,White,White
6690.jpg,White,White
6691.jpg,White,White
6709.jpg,White,White
6710.jpg,White,White
6723.jpg,White,White
6824.jpg,White,White
6825.jpg,White,White
6826.jpg,White,White
6827.jpg,White,White
6828.jpg,White,White
6829.jpg,White,Green
6830.jpg,White,Green
6831.jpg,White,White
6832.jpg,White,White
6833.jpg,White,Green
6834.jpg,White,White
6835.jpg,White,White
6844.jpg,White,White
6851.jpg,White,White
6861.jpg,Green,White
6877.jpg,White,White
6878.jpg,White,White
688.jpg,Yellow,Yellow
689.jpg,Yellow,Yellow
6892.jpg,White,White
6893.jpg,White,White
690.jpg,Yellow,Yellow
691.jpg,Yellow,Green
6938.jpg,Green,Green
6939.jpg,Green,Green
6940.jpg,Green,Yellow
6941.jpg,Green,Green
6942.jpg,Green,Green
6943.jpg,Green,Purple
6949.jpg,Yellow,Yellow
695.jpg,Purple,Purple
6955.jpg,White,Purple
6962.jpg,Purple,Purple
6977.jpg,Yellow,Green
6978.jpg,Yellow,Green
7025.jpg,Yellow,Yellow
7026.jpg,Yellow,Yellow
7027.jpg,Yellow,Yellow
7028.jpg,Yellow,Yellow
7029.jpg,Yellow,Yellow
7030.jpg,Yellow,Green
7031.jpg,Yellow,White
7036.jpg,White,White
7037.jpg,White,White
7038.jpg,White,White
7042.jpg,Purple,Purple
7043.jpg,Purple,Purple
7044.jpg,Purple,Purple
7045.jpg,Purple,Purple
7046.jpg,Purple,Purple
7047.jpg,Purple,Purple
7048.jpg,Purple,White
7049.jpg,Purple,White
7050.jpg,Purple,Purple
7051.jpg,Purple,Purple
7052.jpg,Purple,Purple
7053.jpg,Purple,Purple
7054.jpg,Purple,Purple
7055.jpg,Purple,Purple
7056.jpg,Purple,Purple
7057.jpg,Purple,Purple
7058.jpg,Purple,Purple
7059.jpg,Purple,Purple
7060.jpg,Purple,Purple
7061.jpg,Purple,Purple
7062.jpg,Purple,Purple
7063.jpg,Purple,Purple
7064.jpg,Purple,Purple
7065.jpg,Purple,Purple
7066.jpg,White,White
7067.jfif,White,White
7068.jfif,White,White
7069.jfif,White,White
7070.jpg,White,White
7071.jfif,White,White
7072.jpeg,White,White
7073.jpg,White,White
7074.jpg,White,White
7075.jpg,White,White
7076.jpg,White,White
7077.jpg,White,White
7078.jpg,White,White
7079.jpg,White,White
7080.jpeg,White,White
7081.jpeg,White,White
7082.jpeg,White,White
7083.jpeg,White,White
7084.jpeg,White,White
7085.jpeg,White,White
7086.jpeg,White,White
7087.jpeg,Purple,Purple
7088.jpg,Purple,Purple
7089.jpg,Purple,Purple
7090.jpg,Purple,Purple
7091.jpg,Purple,Purple
7092.jpg,Purple,Purple
7093.jpeg,Purple,Purple
7094.jpeg,Purple,Purple
7095.jpeg,Purple,Purple
7096.jpeg,Purple,Purple
7097.jpeg,Purple,Purple
7098.jpeg,Purple,Purple
7099.jpg,Yellow,Yellow
7100.jpg,Yellow,Yellow
7101.jpg,Yellow,Yellow
7102.jpg,Yellow,Yellow
7103.jpg,Yellow,Yellow
7104.jpg,Yellow,Yellow
7105.jpg,Yellow,Yellow
7106.jpg,Yellow,Yellow
7107.jpg,Yellow,Yellow
7108.jpg,Yellow,Yellow
7109.jpg,Yellow,Yellow
7110.jpg,White,White
7111.jpg,White,White
7112.jpg,White,White
7113.jpg,White,White
7114.jpeg,White,White
7115.jpeg,White,Purple
7116.jpeg,White,White
7117.jpeg,White,White
7118.jpeg,White,White
7120.jpg,Purple,White
7121.jpg,Purple,Purple
7122.jpg,Purple,Purple
7123.jpg,Purple,Purple
7124.jpg,Purple,Purple
7125.jpg,Purple,Purple
7126.jpg,Purple,Purple
7127.jpg,Purple,Purple
7128.jpg,Purple,White
7129.jpg,Purple,Purple
7130.jpg,Purple,White
7131.jpg,Purple,Purple
7137.jpeg,White,White
7138.jpeg,White,White
7139.jpeg,White,White
7140.jpeg,White,White
7141.jpg,White,White
715.jpg,Purple,Purple
7154.jpeg,White,White
7155.jpg,White,White
7156.jpg,White,White
716.jpg,Purple,Purple
721.jpg,Purple,Purple
752.jpg,Red,Red
753.jpg,Red,Red
754.jpg,Red,Red
755.jpg,Red,Red
767.jpg,Red,Red
768.jpg,Red,Red
988.jpg,White,White
989.jpg,White,White
990.jpg,White,White
991.jpg,White,White
992.jpg,White,White
993.jpg,White,White
994.jpg,White,White
995.jpg,White,White
996.jpg,White,White
997.jpg,White,White
998.jpg,White,White
999.jpg,White,White
