id,Class,Predicted
3804.jpg,Yellow,Green
3805.jpg,Yellow,Yellow
3806.jpg,Yellow,GreenYellow
3807.jpg,Yellow,Green
3808.jpg,Yellow,Green
3809.jpg,Yellow,Yellow
3810.jpg,Yellow,Yellow
3811.jpg,Yellow,Green
3812.jpg,Yellow,Yellow
3965.jpg,Purple,Purple
3966.jpg,Purple,Purple
3967.jpg,Purple,Purple
3968.jpg,Purple,Purple
3969.jpg,Purple,Purple
3970.jpg,Purple,Purple
3971.jpg,Purple,Purple
3972.jpg,Purple,Purple
3973.jpg,Purple,Purple
3974.jpg,Purple,Purple
3975.jpg,Purple,Purple
3976.jpg,Purple,Purple
3977.jpg,Purple,Purple
3978.jpg,Purple,Purple
3979.jpg,Purple,Purple
3980.jpg,Purple,Yellow
3999.jpg,Green,Green
40.jpg,GreenRed,RedYellow
4000.jpg,Green,Green
4012.jpg,Yellow,Yellow
4034.jpg,GreenYellow,GreenYellow
4035.jpg,GreenYellow,GreenYellow
4036.jpg,GreenYellow,GreenYellow
4051.jpg,Green,Green
4052.jpg,Green,Green
4059.jpg,Purple,Purple
4070.jpg,Red,Red
4074.jpg,Red,RedYellow
41.jpg,GreenRed,GreenRed
4119.jpg,RedYellow,PurpleYellow
4120.jpg,RedYellow,RedYellow
4121.jpg,RedYellow,RedYellow
4122.jpg,RedYellow,RedYellow
4123.jpg,RedYellow,RedYellow
4124.jpg,RedYellow,PurpleYellow
4155.jpg,PurpleYellow,PurpleYellow
4156.jpg,PurpleYellow,PurpleYellow
4157.jpg,PurpleYellow,PurpleYellow
4158.jpg,PurpleYellow,PurpleYellow
4170.jpg,Green,GreenRed
4188.jpg,GreenRed,GreenRed
4189.jpg,GreenRed,GreenRed
4198.jpg,Green,Green
4208.jpg,Green,Green
4241.jpg,Purple,Green
4242.jpg,Purple,Purple
4243.jpg,Purple,Purple
4244.jpg,Purple,Purple
4263.jpg,Green,Green
4264.jpg,Green,Green
4265.jpg,Green,Green
4283.jpg,Green,Green
4284.jpg,Green,Green
4315.jpg,Green,Green
4316.jpg,Green,Green
4317.jpg,Green,Green
4318.jpg,Green,Green
4323.jpg,Purple,Green
4326.jpg,Green,Green
4331.jpg,Green,Green
4334.jpg,Green,Green
4337.jpg,Green,Green
4354.jpg,Green,Green
4355.jpg,Green,Green
4358.jpg,Green,Green
4382.jpg,Green,Green
4383.jpg,Green,GreenRed
4384.jpg,Green,Purple
4394.jpg,Red,GreenRed
4446.jpg,Red,Red
4447.jpg,Red,Red
4448.jpg,Red,Red
4449.jpg,Red,Purple
4450.jpg,Red,GreenYellow
4451.jpg,Red,Yellow
4452.jpg,Red,Yellow
4505.jpg,Green,Green
4506.jpg,Green,Green
4507.jpg,Green,Green
4508.jpg,Green,Green
4509.jpg,Green,Green
4510.jpg,Green,Green
4511.jpg,Green,Green
4531.jpg,Yellow,Yellow
4532.jpg,Yellow,Yellow
4533.jpg,Yellow,Yellow
4571.jpg,Green,Green
4572.jpg,Green,Green
4573.jpg,Green,Green
4574.jpg,Green,Green
4575.jpg,Green,Green
4610.jpg,Red,Red
4611.jpg,Red,Red
4612.jpg,Red,Red
4613.jpg,Red,Red
4614.jpg,Red,Red
469.jpg,Purple,Purple
470.jpg,Purple,Purple
471.jpg,Purple,Purple
4715.jpg,Red,Red
4716.jpg,Red,Green
4717.jpg,Red,Red
4718.jpg,Red,Red
4719.jpg,Red,Red
472.jpg,Purple,Purple
4720.jpg,Red,Red
4721.jpg,Red,Red
4722.jpg,Red,Red
4723.jpg,Red,Red
4724.jpg,Red,Red
4725.jpg,Red,Red
4726.jpg,Red,Red
473.jpg,Purple,Purple
474.jpg,Purple,Purple
4740.jpg,Green,Green
4741.jpg,Green,Green
4745.jpg,Green,Green
475.jpg,Purple,Purple
476.jpg,Purple,Purple
477.jpg,Purple,Purple
478.jpg,Purple,Purple
479.jpg,Purple,Purple
480.jpg,Purple,Purple
4809.jpg,Red,Red
481.jpg,Purple,Purple
4810.jpg,Red,Yellow
4811.jpg,Red,Red
4812.jpg,Red,Red
4813.jpg,Red,Red
4814.jpg,Red,Red
4815.jpg,Red,Red
4816.jpg,Red,Red
4950.jpg,Yellow,Yellow
4951.jpg,Yellow,Yellow
4952.jpg,Yellow,Yellow
4953.jpg,Yellow,Yellow
4954.jpg,Yellow,Yellow
4955.jpg,Yellow,Yellow
4956.jpg,Yellow,Yellow
4957.jpg,Yellow,Green
4958.jpg,Yellow,Yellow
4959.jpg,Yellow,Yellow
4960.jpg,Yellow,Yellow
4961.jpg,Yellow,Yellow
4962.jpg,Yellow,Yellow
4963.jpg,Yellow,Green
4964.jpg,Yellow,Yellow
4969.jpg,GreenYellow,GreenYellow
4973.jpg,Yellow,Yellow
4999.jpg,Green,Green
5000.jpg,Green,Green
5001.jpg,Green,Green
5002.jpg,Green,Green
5029.jpg,Purple,Purple
5030.jpg,Purple,Yellow
5031.jpg,Purple,Purple
5032.jpg,Purple,Purple
5044.jpg,Green,Green
5045.jpg,Green,Green
5168.jpg,Green,Green
5169.jpg,Green,Green
5170.jpg,Green,Green
5171.jpg,Green,Green
5172.jpg,Green,Green
5173.jpg,Green,Green
5174.jpg,Green,Green
5175.jpg,Green,Green
5176.jpg,Green,Green
5177.jpg,Green,Green
5178.jpg,Green,Green
5179.jpg,Green,Green
5180.jpg,Green,Green
5181.jpg,Green,Green
5239.jpg,Green,Green
5240.jpg,Green,Green
5241.jpg,Green,Green
5242.jpg,Green,Green
5243.jpg,Green,Green
5244.jpg,Green,Green
5245.jpg,Green,Green
5246.jpg,Green,Green
5293.jpg,Yellow,Yellow
5294.jpg,Yellow,Yellow
5295.jpg,Yellow,Yellow
5296.jpg,Yellow,Yellow
5297.jpg,Yellow,Yellow
5298.jpg,Yellow,Yellow
5310.jpg,Yellow,Yellow
5425.jpg,Green,Green
5426.jpg,Green,Green
5427.jpg,Green,Green
5428.jpg,Green,Green
5429.jpg,Green,Green
5430.jpg,Green,Green
5431.jpg,Green,RedYellow
5432.jpg,Green,Green
5433.jpg,Green,Green
5434.jpg,Green,Green
5435.jpg,Green,Green
5436.jpg,Green,Green
5437.jpg,Green,GreenRed
5472.jpg,GreenYellow,Green
5473.jpg,GreenYellow,GreenYellow
5474.jpg,GreenYellow,GreenYellow
5475.jpg,GreenYellow,GreenYellow
5476.jpg,GreenYellow,GreenYellow
5489.jpg,Yellow,Yellow
5490.jpg,Yellow,Yellow
5508.jpg,Green,Green
5509.jpg,Green,Green
5536.jpg,Green,Green
5537.jpg,Green,Green
5538.jpg,Green,Green
5539.jpg,Green,Green
5560.jpg,Purple,Purple
5561.jpg,Purple,Purple
5562.jpg,Purple,Purple
5587.jpg,Yellow,Green
5588.jpg,Yellow,GreenYellow
5681.jpg,Purple,Purple
5682.jpg,Purple,Purple
5683.jpg,Purple,Purple
5684.jpg,Purple,Purple
5685.jpg,Purple,Purple
5686.jpg,Purple,Purple
5687.jpg,Purple,Purple
5688.jpg,Purple,Purple
5689.jpg,Purple,Purple
5690.jpg,Purple,Purple
5691.jpg,Purple,Purple
5738.jpg,Green,Green
5739.jpg,Green,Green
5740.jpg,Green,Green
5741.jpg,Green,Green
5742.jpg,Green,Green
5743.jpg,Green,Green
5744.jpg,Green,Green
5777.jpg,Green,Green
5778.jpg,Green,Green
5779.jpg,Green,Green
5780.jpg,Green,Yellow
5795.jpg,Green,Green
5796.jpg,Green,Green
5801.jpg,Green,Green
5806.jpg,Yellow,Green
5819.jpg,Green,Green
5820.jpg,Green,Green
5826.jpg,Yellow,Yellow
5978.jpg,Purple,Purple
5979.jpg,Purple,Purple
5980.jpg,Purple,Purple
5981.jpg,Purple,Purple
5982.jpg,Purple,Purple
5983.jpg,Purple,Purple
5984.jpg,Purple,Purple
5985.jpg,Purple,Purple
5986.jpg,Purple,Purple
5987.jpg,Purple,Purple
5988.jpg,Purple,Purple
5989.jpg,Purple,Purple
5990.jpg,Purple,Purple
5991.jpg,Purple,Purple
5992.jpg,Purple,Purple
5993.jpg,Purple,Purple
5994.jpg,Purple,Purple
5995.jpg,Purple,Purple
6011.jpg,Green,Green
6012.jpg,Green,Green
6034.jpg,GreenYellow,GreenYellow
6035.jpg,GreenYellow,GreenYellow
6036.jpg,GreenYellow,GreenYellow
6143.jpg,Green,Green
6144.jpg,Green,Green
6145.jpg,Green,Green
6146.jpg,Green,Green
6147.jpg,Green,Green
6148.jpg,Green,Green
6149.jpg,Green,Green
6150.jpg,Green,Green
6151.jpg,Green,Green
6152.jpg,Green,Green
6153.jpg,Green,Green
6154.jpg,Green,Green
6155.jpg,Green,Green
6239.jpg,Yellow,Yellow
6240.jpg,Yellow,Yellow
6241.jpg,Yellow,Green
6242.jpg,Yellow,Yellow
6243.jpg,Yellow,Green
6244.jpg,Yellow,Yellow
6245.jpg,Yellow,Green
6246.jpg,Yellow,Green
6247.jpg,Yellow,Green
6286.jpg,Red,Red
6287.jpg,Red,Green
6288.jpg,Red,Red
6289.jpg,Red,Red
6290.jpg,Red,Red
6300.jpg,Yellow,Yellow
6312.jpg,Purple,Purple
634.jpg,Purple,Purple
635.jpg,Purple,Purple
636.jpg,Purple,Purple
637.jpg,Purple,Purple
638.jpg,Purple,Purple
639.jpg,Purple,Purple
640.jpg,Purple,Purple
641.jpg,Purple,Purple
6415.jpg,Yellow,Yellow
6416.jpg,Yellow,Yellow
6417.jpg,Yellow,Yellow
6418.jpg,Yellow,Yellow
6419.jpg,Yellow,Yellow
642.jpg,Purple,Purple
6420.jpg,Yellow,Yellow
6421.jpg,Yellow,Yellow
6422.jpg,Yellow,Yellow
6423.jpg,Yellow,Yellow
6424.jpg,Yellow,Yellow
6425.jpg,Yellow,Yellow
6426.jpg,Yellow,Yellow
643.jpg,Purple,Purple
6439.jpg,Yellow,Yellow
644.jpg,Purple,Purple
6440.jpg,Yellow,Yellow
645.jpg,Purple,Purple
646.jpg,Purple,Purple
647.jpg,Purple,Purple
648.jpg,Purple,Purple
649.jpg,Purple,Purple
6497.jpg,Yellow,Yellow
6498.jpg,Yellow,Yellow
6499.jpg,Yellow,Yellow
650.jpg,Purple,Purple
6500.jpg,Yellow,Yellow
6501.jpg,Yellow,Yellow
6502.jpg,Yellow,Yellow
6503.jpg,Yellow,Yellow
6509.jpg,Yellow,Yellow
651.jpg,Purple,Purple
6532.jpg,Yellow,Yellow
6533.jpg,Yellow,Yellow
6534.jpg,Yellow,Yellow
6539.jpg,Yellow,Yellow
6580.jpg,Yellow,Yellow
6581.jpg,Yellow,Yellow
6582.jpg,Yellow,Yellow
6583.jpg,Yellow,Yellow
6584.jpg,Yellow,Yellow
6585.jpg,Yellow,Yellow
6591.jpg,Yellow,Yellow
6668.jpg,Yellow,Yellow
6669.jpg,Yellow,Yellow
6670.jpg,Yellow,Yellow
6671.jpg,Yellow,Yellow
6672.jpg,Yellow,Yellow
6673.jpg,Yellow,Yellow
6674.jpg,Yellow,Yellow
6675.jpg,Yellow,Yellow
6676.jpg,Yellow,Yellow
6677.jpg,Yellow,Yellow
6690.jpg,Yellow,Yellow
6691.jpg,Yellow,Yellow
6709.jpg,Yellow,Yellow
6710.jpg,Yellow,Yellow
6723.jpg,Yellow,Yellow
6824.jpg,Yellow,Yellow
6825.jpg,Yellow,Yellow
6826.jpg,Yellow,Yellow
6827.jpg,Yellow,Yellow
6828.jpg,Yellow,Yellow
6829.jpg,Yellow,Yellow
6830.jpg,Yellow,Green
6831.jpg,Yellow,Yellow
6832.jpg,Yellow,GreenYellow
6833.jpg,Yellow,Green
6834.jpg,Yellow,Yellow
6835.jpg,Yellow,Yellow
6844.jpg,Yellow,Yellow
6851.jpg,Yellow,Yellow
6861.jpg,Yellow,Yellow
6877.jpg,Yellow,Yellow
6878.jpg,Yellow,Yellow
688.jpg,Yellow,Yellow
689.jpg,Yellow,Yellow
6892.jpg,Yellow,Yellow
6893.jpg,Yellow,Yellow
690.jpg,Yellow,Yellow
691.jpg,Yellow,Yellow
6938.jpg,GreenRed,Green
6939.jpg,GreenRed,GreenRed
6940.jpg,GreenRed,Green
6941.jpg,GreenRed,GreenRed
6942.jpg,GreenRed,GreenRed
6943.jpg,GreenRed,Purple
6949.jpg,RedYellow,RedYellow
695.jpg,Purple,Purple
6955.jpg,Purple,Purple
6962.jpg,Green,Green
6977.jpg,Green,Green
6978.jpg,Green,Green
7025.jpg,Yellow,Yellow
7026.jpg,Yellow,Yellow
7027.jpg,Yellow,Yellow
7028.jpg,Yellow,Yellow
7029.jpg,Yellow,Yellow
7030.jpg,Yellow,Yellow
7031.jpg,Yellow,RedYellow
7036.jpg,PurpleYellow,Purple
7037.jpg,PurpleYellow,PurpleYellow
7038.jpg,PurpleYellow,PurpleYellow
7042.jpg,Purple,Purple
7043.jpg,Purple,Purple
7044.jpg,Purple,Purple
7045.jpg,Purple,Purple
7046.jpg,Purple,Purple
7047.jpg,Purple,Purple
7048.jpg,Purple,Yellow
7049.jpg,Purple,Yellow
7050.jpg,Purple,Purple
7051.jpg,Purple,Purple
7052.jpg,Purple,Purple
7053.jpg,Purple,Purple
7054.jpg,Purple,Purple
7055.jpg,Purple,Purple
7056.jpg,Purple,Purple
7057.jpg,Purple,Purple
7058.jpg,Purple,Purple
7059.jpg,Purple,Purple
7060.jpg,Purple,Purple
7061.jpg,Purple,Purple
7062.jpg,Purple,Purple
7063.jpg,Purple,Purple
7064.jpg,Purple,Purple
7065.jpg,Purple,Purple
7066.jpg,RedYellow,RedYellow
7067.jfif,RedYellow,RedYellow
7068.jfif,RedYellow,RedYellow
7069.jfif,RedYellow,RedYellow
7070.jpg,RedYellow,RedYellow
7071.jfif,RedYellow,RedYellow
7072.jpeg,RedYellow,RedYellow
7073.jpg,RedYellow,RedYellow
7074.jpg,RedYellow,RedYellow
7075.jpg,RedYellow,RedYellow
7076.jpg,RedYellow,RedYellow
7077.jpg,RedYellow,RedYellow
7078.jpg,Green,Green
7079.jpg,Green,Green
7080.jpeg,Green,Green
7081.jpeg,Green,Green
7082.jpeg,Green,Green
7083.jpeg,Green,Green
7084.jpeg,Green,RedYellow
7085.jpeg,Green,Green
7086.jpeg,Green,Green
7087.jpeg,GreenRed,GreenRed
7088.jpg,GreenRed,GreenRed
7089.jpg,GreenRed,GreenRed
7090.jpg,GreenRed,GreenRed
7091.jpg,GreenRed,GreenRed
7092.jpg,GreenRed,GreenRed
7093.jpeg,GreenRed,GreenRed
7094.jpeg,GreenRed,GreenRed
7095.jpeg,GreenRed,GreenRed
7096.jpeg,GreenRed,GreenRed
7097.jpeg,GreenRed,GreenRed
7098.jpeg,GreenRed,GreenRed
7099.jpg,GreenRed,GreenRed
7100.jpg,GreenRed,GreenRed
7101.jpg,GreenRed,GreenRed
7102.jpg,GreenRed,GreenRed
7103.jpg,GreenRed,GreenRed
7104.jpg,GreenRed,GreenRed
7105.jpg,GreenRed,GreenRed
7106.jpg,GreenRed,GreenRed
7107.jpg,GreenRed,GreenRed
7108.jpg,GreenRed,GreenRed
7109.jpg,GreenRed,GreenRed
7110.jpg,Yellow,Yellow
7111.jpg,Yellow,Yellow
7112.jpg,Yellow,Yellow
7113.jpg,Yellow,Yellow
7114.jpeg,Yellow,Yellow
7115.jpeg,Yellow,Yellow
7116.jpeg,Yellow,Yellow
7117.jpeg,Yellow,Yellow
7118.jpeg,Yellow,Yellow
7120.jpg,GreenRed,GreenRed
7121.jpg,GreenRed,Green
7122.jpg,GreenRed,GreenRed
7123.jpg,GreenRed,GreenRed
7124.jpg,GreenRed,GreenRed
7125.jpg,GreenRed,GreenRed
7126.jpg,GreenRed,GreenRed
7127.jpg,GreenRed,GreenRed
7128.jpg,GreenRed,Green
7129.jpg,GreenRed,GreenRed
7130.jpg,GreenRed,Green
7131.jpg,GreenRed,GreenRed
7137.jpeg,Yellow,Yellow
7138.jpeg,Yellow,Yellow
7139.jpeg,Yellow,Yellow
7140.jpeg,Yellow,Yellow
7141.jpg,Yellow,Yellow
715.jpg,Purple,Purple
7154.jpeg,Yellow,Yellow
7155.jpg,Yellow,Yellow
7156.jpg,Yellow,Yellow
716.jpg,Purple,Purple
721.jpg,Purple,Purple
752.jpg,Green,Green
753.jpg,Green,Green
754.jpg,Green,Green
755.jpg,Green,GreenRed
767.jpg,RedYellow,RedYellow
768.jpg,RedYellow,RedYellow
988.jpg,RedYellow,RedYellow
989.jpg,RedYellow,RedYellow
990.jpg,RedYellow,RedYellow
991.jpg,RedYellow,RedYellow
992.jpg,RedYellow,RedYellow
993.jpg,RedYellow,RedYellow
994.jpg,RedYellow,RedYellow
995.jpg,RedYellow,PurpleYellow
996.jpg,RedYellow,PurpleYellow
997.jpg,RedYellow,RedYellow
998.jpg,RedYellow,RedYellow
999.jpg,RedYellow,RedYellow
