id,Class,Binary_Predicted,Multiclass_Predicted,Ensemble_Predicted
1741.jpg,Purple,Purple,Purple,Purple
1742.jpg,Purple,Purple,Purple,Purple
1743.jpg,Purple,Purple,Purple,Purple
1744.jpg,Purple,Purple,Purple,Purple
1745.jpg,Purple,Purple,Green,Purple
1746.jpg,Purple,Purple,Purple,Purple
1747.jpg,Purple,Purple,Purple,Purple
1748.jpg,Purple,Purple,Purple,Purple
1749.jpg,Purple,Purple,Purple,Purple
1750.jpg,Purple,Purple,Purple,Purple
1812.jpg,Purple,Purple,Purple,Purple
1813.jpg,Purple,Purple,Purple,Purple
1814.jpg,Purple,Purple,Purple,Purple
1815.jpg,Purple,Purple,Purple,Purple
1816.jpg,Purple,Purple,Purple,Purple
1817.jpg,Purple,Purple,Purple,Purple
1818.jpg,Purple,Purple,Yellow,Purple
1855.jpg,Yellow,Yellow,Yellow,Yellow
1856.jpg,Yellow,Yellow,Yellow,Yellow
1857.jpg,Yellow,Yellow,Yellow,Yellow
1858.jpg,Yellow,Yellow,Yellow,Yellow
1897.jpg,Yellow,Yellow,Yellow,Yellow
1898.jpg,Yellow,Yellow,Yellow,Yellow
1899.jpg,Yellow,Yellow,Yellow,Yellow
1900.jpg,Yellow,Yellow,Yellow,Yellow
1901.jpg,Yellow,Purple,Yellow,Purple
193.jpg,Purple,Purple,Purple,Purple
1933.jpg,Green,Green,Green,Green
1934.jpg,Green,Green,Green,Green
1935.jpg,Green,Green,Green,Green
1936.jpg,Green,Green,Green,Green
194.jpg,Purple,Purple,Purple,Purple
195.jpg,Purple,Purple,Purple,Purple
1993.jpg,Yellow,Yellow,Yellow,Yellow
1994.jpg,Yellow,Yellow,Yellow,Yellow
1995.jpg,Yellow,Yellow,Yellow,Yellow
1996.jpg,Yellow,Yellow,Yellow,Yellow
1997.jpg,Yellow,Yellow,Yellow,Yellow
1998.jpg,Yellow,Yellow,Yellow,Yellow
1999.jpg,Yellow,Yellow,Yellow,Yellow
222.jpg,Purple,Purple,Purple,Purple
223.jpg,Purple,Purple,Purple,Purple
224.jpg,Purple,Purple,Purple,Purple
225.jpg,Purple,Purple,Purple,Purple
228.jpg,Purple,Purple,Purple,Purple
2334.jpg,Yellow,Yellow,Yellow,Yellow
2335.jpg,Yellow,Yellow,Yellow,Yellow
2336.jpg,Yellow,Yellow,Yellow,Yellow
2337.jpg,Yellow,Yellow,Yellow,Yellow
2338.jpg,Yellow,Yellow,Yellow,Yellow
2339.jpg,Yellow,Yellow,Yellow,Yellow
2340.jpg,Yellow,Yellow,Yellow,Yellow
2341.jpg,Yellow,Yellow,Yellow,Yellow
2342.jpg,Yellow,Yellow,Green,Yellow
2343.jpg,Yellow,Yellow,Yellow,Yellow
2344.jpg,Yellow,Yellow,Yellow,Yellow
2345.jpg,Yellow,Yellow,Yellow,Yellow
2346.jpg,Yellow,Yellow,Green,Yellow
2347.jpg,Yellow,Yellow,Yellow,Yellow
2348.jpg,Yellow,Yellow,Purple,Yellow
2349.jpg,Yellow,Yellow,Yellow,Yellow
2350.jpg,Yellow,Yellow,Yellow,Yellow
2351.jpg,Yellow,Yellow,Yellow,Yellow
2352.jpg,Yellow,Yellow,Purple,Yellow
2353.jpg,Yellow,Yellow,Yellow,Yellow
2354.jpg,Yellow,Yellow,Yellow,Yellow
2355.jpg,Yellow,Yellow,Yellow,Yellow
2356.jpg,Yellow,Yellow,Yellow,Yellow
2357.jpg,Yellow,Yellow,Yellow,Yellow
2358.jpg,Yellow,Yellow,Yellow,Yellow
2359.jpg,Yellow,Green,Yellow,Yellow
2360.jpg,Yellow,Yellow,Yellow,Yellow
2361.jpg,Yellow,Yellow,Yellow,Yellow
2380.jpg,Yellow,Yellow,Yellow,Yellow
2381.jpg,Yellow,Yellow,Yellow,Yellow
2382.jpg,Yellow,Yellow,Yellow,Yellow
244.jpg,Purple,Purple,Purple,Purple
245.jpg,Purple,Purple,Purple,Purple
2512.jpg,Yellow,Purple,Purple,Purple
2513.jpg,Yellow,Yellow,Green,Yellow
2514.jpg,Yellow,Purple,Purple,Purple
2515.jpg,Yellow,Purple,Purple,Purple
2516.jpg,Yellow,Yellow,Yellow,Yellow
2517.jpg,Yellow,Yellow,Yellow,Yellow
2518.jpg,Yellow,Yellow,Yellow,Yellow
2525.jpg,Green,Purple,Purple,Purple
2541.jpg,Purple,Purple,Purple,Purple
2542.jpg,Purple,Purple,Purple,Purple
2547.jpg,Yellow,Green,Yellow,Yellow
2566.jpg,Yellow,Yellow,Yellow,Yellow
2567.jpg,Yellow,Yellow,Red,Yellow
2570.jpg,Purple,Purple,Purple,Purple
2593.jpg,Red,Yellow,Red,Yellow
2594.jpg,Red,Red,Yellow,Yellow
2595.jpg,Red,Yellow,Green,Yellow
2599.jpg,Yellow,Purple,Yellow,Purple
2603.jpg,Yellow,Purple,Green,Purple
2606.jpg,Yellow,Yellow,Yellow,Yellow
2682.jpg,Purple,Purple,Purple,Purple
2683.jpg,Purple,Purple,Purple,Purple
2684.jpg,Purple,Purple,Purple,Purple
2685.jpg,Purple,Purple,Purple,Purple
2686.jpg,Purple,Purple,Purple,Purple
2687.jpg,Purple,Purple,Purple,Purple
2688.jpg,Purple,Purple,Purple,Purple
2689.jpg,Purple,Purple,Purple,Purple
2690.jpg,Purple,Purple,Green,Purple
2700.jpg,Green,Green,Green,Green
2717.jpg,Green,Purple,Green,Purple
2718.jpg,Green,Purple,Green,Purple
2737.jpg,Yellow,Purple,Yellow,Purple
2738.jpg,Yellow,Yellow,Green,Yellow
2754.jpg,Green,Green,Green,Green
2755.jpg,Green,Green,Green,Green
2892.jpg,Purple,Red,Purple,Purple
2893.jpg,Purple,Yellow,Yellow,Yellow
2894.jpg,Purple,Purple,Purple,Purple
2895.jpg,Purple,Green,Yellow,Yellow
2896.jpg,Purple,Purple,Purple,Purple
2897.jpg,Purple,Green,Purple,Purple
2898.jpg,Purple,Purple,Purple,Purple
2899.jpg,Purple,Purple,Purple,Purple
2900.jpg,Purple,Purple,Purple,Purple
2901.jpg,Purple,Purple,Purple,Purple
2902.jpg,Purple,Purple,Purple,Purple
2903.jpg,Purple,Purple,Purple,Purple
2904.jpg,Purple,Purple,Purple,Purple
2905.jpg,Purple,Purple,Purple,Purple
2906.jpg,Purple,Purple,Purple,Purple
2907.jpg,Purple,Purple,Purple,Purple
2908.jpg,Purple,Purple,Purple,Purple
2994.jpg,Purple,Purple,Purple,Purple
2995.jpg,Purple,Purple,Yellow,Purple
2996.jpg,Purple,Purple,Purple,Purple
2997.jpg,Purple,Purple,Purple,Purple
2998.jpg,Purple,Purple,Purple,Purple
2999.jpg,Purple,Purple,Yellow,Purple
3000.jpg,Purple,Purple,Purple,Purple
3001.jpg,Purple,Purple,Purple,Purple
3002.jpg,Purple,Purple,Purple,Purple
3003.jpg,Purple,Purple,Purple,Purple
3278.jpg,Yellow,Yellow,Yellow,Yellow
3279.jpg,Yellow,Yellow,Yellow,Yellow
3280.jpg,Yellow,Yellow,Yellow,Yellow
3281.jpg,Yellow,Yellow,Yellow,Yellow
3282.jpg,Yellow,Yellow,Yellow,Yellow
3283.jpg,Yellow,Yellow,Yellow,Yellow
3284.jpg,Yellow,Yellow,Yellow,Yellow
3285.jpg,Yellow,Yellow,Yellow,Yellow
3286.jpg,Yellow,Yellow,Yellow,Yellow
3287.jpg,Yellow,Yellow,Yellow,Yellow
3288.jpg,Yellow,Yellow,Yellow,Yellow
3289.jpg,Yellow,Yellow,Yellow,Yellow
3290.jpg,Yellow,Yellow,Yellow,Yellow
3291.jpg,Yellow,Yellow,Yellow,Yellow
3292.jpg,Yellow,Yellow,Yellow,Yellow
3293.jpg,Yellow,Yellow,Yellow,Yellow
3294.jpg,Yellow,Yellow,Yellow,Yellow
3295.jpg,Yellow,Yellow,Yellow,Yellow
3296.jpg,Yellow,Yellow,Yellow,Yellow
3297.jpg,Yellow,Yellow,Yellow,Yellow
3298.jpg,Yellow,Yellow,Yellow,Yellow
3329.jpg,Purple,Purple,Purple,Purple
3330.jpg,Purple,Yellow,Yellow,Yellow
3331.jpg,Purple,Purple,Purple,Purple
3332.jpg,Purple,Purple,Purple,Purple
3341.jpg,Red,Purple,Purple,Purple
3474.jpg,Purple,Purple,Purple,Purple
3475.jpg,Purple,Purple,Purple,Purple
3476.jpg,Purple,Purple,Purple,Purple
3477.jpg,Purple,Purple,Purple,Purple
3478.jpg,Purple,Purple,Purple,Purple
3479.jpg,Purple,Purple,Purple,Purple
3480.jpg,Purple,Purple,Purple,Purple
3481.jpg,Purple,Purple,Purple,Purple
3482.jpg,Purple,Purple,Purple,Purple
3483.jpg,Purple,Purple,Purple,Purple
3484.jpg,Purple,Purple,Purple,Purple
3485.jpg,Purple,Purple,Purple,Purple
3486.jpg,Purple,Purple,Purple,Purple
3487.jpg,Purple,Purple,Purple,Purple
3488.jpg,Purple,Purple,Purple,Purple
3491.jpg,Yellow,Yellow,Yellow,Yellow
3505.jpg,Yellow,Yellow,Yellow,Yellow
3506.jpg,Yellow,Yellow,Yellow,Yellow
3586.jpg,Yellow,Yellow,Yellow,Yellow
3587.jpg,Yellow,Yellow,Yellow,Yellow
3588.jpg,Yellow,Yellow,Yellow,Yellow
3589.jpg,Yellow,Yellow,Yellow,Yellow
3590.jpg,Yellow,Yellow,Yellow,Yellow
3591.jpg,Yellow,Yellow,Yellow,Yellow
3592.jpg,Yellow,Yellow,Yellow,Yellow
3593.jpg,Yellow,Yellow,Yellow,Yellow
3594.jpg,Yellow,Yellow,Yellow,Yellow
3595.jpg,Yellow,Yellow,Yellow,Yellow
3666.jpg,Yellow,Red,Yellow,Yellow
3667.jpg,Yellow,Purple,Purple,Purple
3668.jpg,Yellow,Green,Green,Green
3669.jpg,Yellow,Yellow,Yellow,Yellow
3670.jpg,Yellow,Yellow,Yellow,Yellow
3671.jpg,Yellow,Yellow,Green,Yellow
3672.jpg,Yellow,Yellow,Purple,Yellow
3673.jpg,Yellow,Green,Green,Green
3674.jpg,Yellow,Yellow,Yellow,Yellow
3803.jpg,Yellow,Yellow,Yellow,Yellow
3804.jpg,Yellow,Yellow,Green,Yellow
3805.jpg,Yellow,Yellow,Yellow,Yellow
3806.jpg,Yellow,Yellow,Yellow,Yellow
3807.jpg,Yellow,Green,Green,Green
3808.jpg,Yellow,Green,Green,Green
3809.jpg,Yellow,Yellow,Yellow,Yellow
3810.jpg,Yellow,Yellow,Yellow,Yellow
3811.jpg,Yellow,Yellow,Yellow,Yellow
3812.jpg,Yellow,Yellow,Yellow,Yellow
3965.jpg,Purple,Purple,Purple,Purple
3966.jpg,Purple,Purple,Purple,Purple
3967.jpg,Purple,Purple,Purple,Purple
3968.jpg,Purple,Purple,Purple,Purple
3969.jpg,Purple,Purple,Purple,Purple
3970.jpg,Purple,Purple,Purple,Purple
3971.jpg,Purple,Purple,Purple,Purple
3972.jpg,Purple,Purple,Purple,Purple
3973.jpg,Purple,Purple,Purple,Purple
3974.jpg,Purple,Purple,Purple,Purple
3975.jpg,Purple,Purple,Purple,Purple
3976.jpg,Purple,Purple,Purple,Purple
3977.jpg,Purple,Purple,Purple,Purple
3978.jpg,Purple,Purple,Purple,Purple
3979.jpg,Purple,Purple,Purple,Purple
3980.jpg,Purple,Yellow,Yellow,Yellow
3999.jpg,Green,Green,Purple,Purple
40.jpg,Yellow,Yellow,Purple,Yellow
4000.jpg,Green,Green,Yellow,Yellow
4012.jpg,Yellow,Yellow,Yellow,Yellow
4034.jpg,Yellow,Yellow,Yellow,Yellow
4035.jpg,Yellow,Yellow,Yellow,Yellow
4036.jpg,Yellow,Yellow,Yellow,Yellow
4051.jpg,Green,Yellow,Yellow,Yellow
4052.jpg,Green,Yellow,Yellow,Yellow
4059.jpg,Purple,Purple,Purple,Purple
4070.jpg,Purple,Purple,Purple,Purple
4074.jpg,Purple,Yellow,Yellow,Yellow
41.jpg,Yellow,Yellow,Yellow,Yellow
4119.jpg,Purple,Yellow,Red,Yellow
4120.jpg,Purple,Purple,Purple,Purple
4121.jpg,Purple,Purple,Purple,Purple
4122.jpg,Purple,Purple,Purple,Purple
4123.jpg,Purple,Red,Purple,Purple
4124.jpg,Purple,Red,Red,Red
4155.jpg,Yellow,Yellow,Yellow,Yellow
4156.jpg,Yellow,Yellow,Yellow,Yellow
4157.jpg,Yellow,Yellow,Yellow,Yellow
4158.jpg,Yellow,Yellow,Yellow,Yellow
4170.jpg,Yellow,Purple,Purple,Purple
4188.jpg,Yellow,Yellow,Yellow,Yellow
4189.jpg,Yellow,Purple,Purple,Purple
4198.jpg,Green,Green,Green,Green
4208.jpg,Green,Yellow,Yellow,Yellow
4241.jpg,Purple,Green,Green,Green
4242.jpg,Purple,Purple,Purple,Purple
4243.jpg,Purple,Purple,Purple,Purple
4244.jpg,Purple,Purple,Yellow,Purple
4263.jpg,Green,Green,Green,Green
4264.jpg,Green,Green,Green,Green
4265.jpg,Green,Green,Green,Green
4283.jpg,Green,Green,Green,Green
4284.jpg,Green,Green,Green,Green
4315.jpg,Green,Green,Green,Green
4316.jpg,Green,Green,Green,Green
4317.jpg,Green,Green,Green,Green
4318.jpg,Green,Green,Green,Green
4323.jpg,Purple,Green,Green,Green
4326.jpg,Red,Green,Green,Green
4331.jpg,Green,Green,Green,Green
4334.jpg,Green,Green,Green,Green
4337.jpg,Green,Green,Green,Green
4354.jpg,Green,Green,Green,Green
4355.jpg,Green,Green,Green,Green
4358.jpg,Green,Green,Green,Green
4382.jpg,Yellow,Yellow,Yellow,Yellow
4383.jpg,Yellow,Yellow,Yellow,Yellow
4384.jpg,Yellow,Yellow,Yellow,Yellow
4394.jpg,Yellow,Purple,Purple,Purple
4446.jpg,Purple,Purple,Purple,Purple
4447.jpg,Purple,Purple,Purple,Purple
4448.jpg,Purple,Purple,Purple,Purple
4449.jpg,Purple,Purple,Purple,Purple
4450.jpg,Purple,Yellow,Yellow,Yellow
4451.jpg,Purple,Purple,Purple,Purple
4452.jpg,Purple,Purple,Yellow,Purple
4505.jpg,Green,Green,Green,Green
4506.jpg,Green,Green,Green,Green
4507.jpg,Green,Green,Green,Green
4508.jpg,Green,Green,Green,Green
4509.jpg,Green,Green,Green,Green
4510.jpg,Green,Green,Green,Green
4511.jpg,Green,Green,Green,Green
4531.jpg,Yellow,Yellow,Yellow,Yellow
4532.jpg,Yellow,Yellow,Purple,Yellow
4533.jpg,Yellow,Yellow,Purple,Yellow
4571.jpg,Green,Green,Green,Green
4572.jpg,Green,Green,Green,Green
4573.jpg,Green,Green,Green,Green
4574.jpg,Green,Green,Green,Green
4575.jpg,Green,Green,Green,Green
4610.jpg,Red,Red,Red,Red
4611.jpg,Red,Red,Red,Red
4612.jpg,Red,Red,Red,Red
4613.jpg,Red,Red,Red,Red
4614.jpg,Red,Red,Red,Red
469.jpg,Purple,Purple,Purple,Purple
470.jpg,Purple,Purple,Purple,Purple
471.jpg,Purple,Purple,Purple,Purple
4715.jpg,Red,Red,Red,Red
4716.jpg,Red,Yellow,Yellow,Yellow
4717.jpg,Red,Red,Red,Red
4718.jpg,Red,Red,Red,Red
4719.jpg,Red,Red,Red,Red
472.jpg,Purple,Purple,Purple,Purple
4720.jpg,Red,Red,Red,Red
4721.jpg,Red,Red,Red,Red
4722.jpg,Red,Red,Red,Red
4723.jpg,Red,Red,Red,Red
4724.jpg,Red,Red,Red,Red
4725.jpg,Red,Red,Red,Red
4726.jpg,Red,Red,Red,Red
473.jpg,Purple,Purple,Purple,Purple
474.jpg,Purple,Purple,Purple,Purple
4740.jpg,Yellow,Yellow,Green,Yellow
4741.jpg,Yellow,Yellow,Yellow,Yellow
4745.jpg,Green,Green,Green,Green
475.jpg,Purple,Purple,Purple,Purple
476.jpg,Purple,Purple,Purple,Purple
477.jpg,Purple,Purple,Purple,Purple
478.jpg,Purple,Purple,Purple,Purple
479.jpg,Purple,Purple,Purple,Purple
480.jpg,Purple,Purple,Purple,Purple
4809.jpg,Red,Red,Red,Red
481.jpg,Purple,Purple,Purple,Purple
4810.jpg,Red,Yellow,Yellow,Yellow
4811.jpg,Red,Red,Red,Red
4812.jpg,Red,Red,Red,Red
4813.jpg,Red,Purple,Red,Purple
4814.jpg,Red,Red,Red,Red
4815.jpg,Red,Red,Red,Red
4816.jpg,Red,Red,Red,Red
4950.jpg,Yellow,Yellow,Yellow,Yellow
4951.jpg,Yellow,Yellow,Yellow,Yellow
4952.jpg,Yellow,Yellow,Yellow,Yellow
4953.jpg,Yellow,Yellow,Yellow,Yellow
4954.jpg,Yellow,Yellow,Yellow,Yellow
4955.jpg,Yellow,Yellow,Yellow,Yellow
4956.jpg,Yellow,Yellow,Yellow,Yellow
4957.jpg,Yellow,Yellow,Yellow,Yellow
4958.jpg,Yellow,Yellow,Yellow,Yellow
4959.jpg,Yellow,Yellow,Yellow,Yellow
4960.jpg,Yellow,Yellow,Yellow,Yellow
4961.jpg,Yellow,Yellow,Yellow,Yellow
4962.jpg,Yellow,Yellow,Yellow,Yellow
4963.jpg,Yellow,Yellow,Yellow,Yellow
4964.jpg,Yellow,Yellow,Yellow,Yellow
4969.jpg,Yellow,Yellow,Yellow,Yellow
4973.jpg,Yellow,Yellow,Yellow,Yellow
4999.jpg,Green,Green,Green,Green
5000.jpg,Green,Green,Green,Green
5001.jpg,Green,Yellow,Green,Yellow
5002.jpg,Green,Green,Green,Green
5029.jpg,Purple,Purple,Yellow,Purple
5030.jpg,Purple,Yellow,Yellow,Yellow
5031.jpg,Purple,Yellow,Yellow,Yellow
5032.jpg,Purple,Purple,Purple,Purple
5044.jpg,Green,Yellow,Yellow,Yellow
5045.jpg,Green,Green,Green,Green
5168.jpg,Green,Green,Green,Green
5169.jpg,Green,Green,Green,Green
5170.jpg,Green,Green,Green,Green
5171.jpg,Green,Green,Green,Green
5172.jpg,Green,Green,Green,Green
5173.jpg,Green,Green,Green,Green
5174.jpg,Green,Green,Green,Green
5175.jpg,Green,Green,Green,Green
5176.jpg,Green,Green,Green,Green
5177.jpg,Green,Green,Green,Green
5178.jpg,Green,Green,Green,Green
5179.jpg,Green,Green,Green,Green
5180.jpg,Green,Green,Green,Green
5181.jpg,Green,Green,Green,Green
5239.jpg,Yellow,Green,Green,Green
5240.jpg,Yellow,Green,Green,Green
5241.jpg,Yellow,Green,Green,Green
5242.jpg,Yellow,Green,Green,Green
5243.jpg,Yellow,Green,Green,Green
5244.jpg,Yellow,Green,Green,Green
5245.jpg,Yellow,Green,Green,Green
5246.jpg,Yellow,Green,Green,Green
5293.jpg,Yellow,Yellow,Yellow,Yellow
5294.jpg,Yellow,Yellow,Yellow,Yellow
5295.jpg,Yellow,Yellow,Yellow,Yellow
5296.jpg,Yellow,Yellow,Yellow,Yellow
5297.jpg,Yellow,Yellow,Yellow,Yellow
5298.jpg,Yellow,Yellow,Yellow,Yellow
5310.jpg,Yellow,Yellow,Yellow,Yellow
5425.jpg,Yellow,Yellow,Yellow,Yellow
5426.jpg,Yellow,Yellow,Green,Yellow
5427.jpg,Yellow,Green,Green,Green
5428.jpg,Yellow,Yellow,Yellow,Yellow
5429.jpg,Yellow,Yellow,Yellow,Yellow
5430.jpg,Yellow,Green,Green,Green
5431.jpg,Yellow,Yellow,Purple,Yellow
5432.jpg,Yellow,Yellow,Yellow,Yellow
5433.jpg,Yellow,Green,Green,Green
5434.jpg,Yellow,Yellow,Yellow,Yellow
5435.jpg,Yellow,Yellow,Green,Yellow
5436.jpg,Yellow,Yellow,Yellow,Yellow
5437.jpg,Yellow,Yellow,Yellow,Yellow
5472.jpg,Yellow,Yellow,Yellow,Yellow
5473.jpg,Yellow,Yellow,Yellow,Yellow
5474.jpg,Yellow,Yellow,Yellow,Yellow
5475.jpg,Yellow,Yellow,Yellow,Yellow
5476.jpg,Yellow,Yellow,Yellow,Yellow
5489.jpg,Yellow,Yellow,Yellow,Yellow
5490.jpg,Yellow,Yellow,Yellow,Yellow
5508.jpg,Green,Green,Green,Green
5509.jpg,Green,Green,Green,Green
5536.jpg,Green,Green,Green,Green
5537.jpg,Green,Green,Green,Green
5538.jpg,Green,Green,Green,Green
5539.jpg,Green,Purple,Green,Purple
5560.jpg,Purple,Purple,Purple,Purple
5561.jpg,Purple,Purple,Purple,Purple
5562.jpg,Purple,Yellow,Yellow,Yellow
5587.jpg,Yellow,Yellow,Yellow,Yellow
5588.jpg,Yellow,Yellow,Yellow,Yellow
5681.jpg,Purple,Purple,Purple,Purple
5682.jpg,Purple,Purple,Purple,Purple
5683.jpg,Purple,Purple,Purple,Purple
5684.jpg,Purple,Purple,Purple,Purple
5685.jpg,Purple,Purple,Purple,Purple
5686.jpg,Purple,Purple,Purple,Purple
5687.jpg,Purple,Purple,Purple,Purple
5688.jpg,Purple,Purple,Purple,Purple
5689.jpg,Purple,Purple,Yellow,Purple
5690.jpg,Purple,Purple,Purple,Purple
5691.jpg,Purple,Purple,Purple,Purple
5738.jpg,Green,Green,Green,Green
5739.jpg,Green,Green,Green,Green
5740.jpg,Green,Green,Green,Green
5741.jpg,Green,Green,Green,Green
5742.jpg,Green,Green,Green,Green
5743.jpg,Green,Green,Yellow,Yellow
5744.jpg,Green,Green,Green,Green
5777.jpg,Green,Green,Yellow,Yellow
5778.jpg,Green,Green,Green,Green
5779.jpg,Green,Green,Green,Green
5780.jpg,Green,Yellow,Yellow,Yellow
5795.jpg,Green,Green,Green,Green
5796.jpg,Green,Green,Green,Green
5801.jpg,Green,Yellow,Green,Yellow
5806.jpg,Yellow,Green,Green,Green
5819.jpg,Green,Green,Green,Green
5820.jpg,Green,Green,Green,Green
5826.jpg,Yellow,Yellow,Green,Yellow
5978.jpg,Purple,Purple,Purple,Purple
5979.jpg,Purple,Purple,Purple,Purple
5980.jpg,Purple,Purple,Purple,Purple
5981.jpg,Purple,Purple,Purple,Purple
5982.jpg,Purple,Purple,Purple,Purple
5983.jpg,Purple,Purple,Purple,Purple
5984.jpg,Purple,Purple,Purple,Purple
5985.jpg,Purple,Purple,Purple,Purple
5986.jpg,Purple,Purple,Purple,Purple
5987.jpg,Purple,Purple,Purple,Purple
5988.jpg,Purple,Purple,Purple,Purple
5989.jpg,Purple,Purple,Purple,Purple
5990.jpg,Purple,Purple,Purple,Purple
5991.jpg,Purple,Purple,Purple,Purple
5992.jpg,Purple,Purple,Purple,Purple
5993.jpg,Purple,Purple,Purple,Purple
5994.jpg,Purple,Purple,Green,Purple
5995.jpg,Purple,Purple,Purple,Purple
6011.jpg,Green,Yellow,Yellow,Yellow
6012.jpg,Green,Yellow,Green,Yellow
6034.jpg,Yellow,Yellow,Yellow,Yellow
6035.jpg,Yellow,Yellow,Yellow,Yellow
6036.jpg,Yellow,Yellow,Yellow,Yellow
6143.jpg,Yellow,Yellow,Yellow,Yellow
6144.jpg,Yellow,Yellow,Yellow,Yellow
6145.jpg,Yellow,Yellow,Yellow,Yellow
6146.jpg,Yellow,Yellow,Yellow,Yellow
6147.jpg,Yellow,Yellow,Yellow,Yellow
6148.jpg,Yellow,Yellow,Yellow,Yellow
6149.jpg,Yellow,Purple,Purple,Purple
6150.jpg,Yellow,Yellow,Yellow,Yellow
6151.jpg,Yellow,Yellow,Yellow,Yellow
6152.jpg,Yellow,Yellow,Yellow,Yellow
6153.jpg,Yellow,Yellow,Yellow,Yellow
6154.jpg,Yellow,Purple,Purple,Purple
6155.jpg,Yellow,Yellow,Yellow,Yellow
6239.jpg,Yellow,Yellow,Yellow,Yellow
6240.jpg,Yellow,Yellow,Yellow,Yellow
6241.jpg,Yellow,Green,Yellow,Yellow
6242.jpg,Yellow,Yellow,Yellow,Yellow
6243.jpg,Yellow,Green,Green,Green
6244.jpg,Yellow,Yellow,Yellow,Yellow
6245.jpg,Yellow,Yellow,Green,Yellow
6246.jpg,Yellow,Yellow,Yellow,Yellow
6247.jpg,Yellow,Yellow,Yellow,Yellow
6286.jpg,Red,Red,Red,Red
6287.jpg,Red,Purple,Purple,Purple
6288.jpg,Red,Red,Red,Red
6289.jpg,Red,Red,Red,Red
6290.jpg,Red,Red,Red,Red
6300.jpg,Yellow,Yellow,Yellow,Yellow
6312.jpg,Purple,Purple,Purple,Purple
634.jpg,Purple,Purple,Purple,Purple
635.jpg,Purple,Purple,Purple,Purple
636.jpg,Purple,Purple,Purple,Purple
637.jpg,Purple,Purple,Purple,Purple
638.jpg,Purple,Purple,Purple,Purple
639.jpg,Purple,Purple,Purple,Purple
640.jpg,Purple,Purple,Purple,Purple
641.jpg,Purple,Purple,Purple,Purple
6415.jpg,Yellow,Yellow,Yellow,Yellow
6416.jpg,Yellow,Yellow,Yellow,Yellow
6417.jpg,Yellow,Yellow,Yellow,Yellow
6418.jpg,Yellow,Yellow,Yellow,Yellow
6419.jpg,Yellow,Yellow,Yellow,Yellow
642.jpg,Purple,Purple,Purple,Purple
6420.jpg,Yellow,Yellow,Yellow,Yellow
