id,Class,Binary_Predicted,Multiclass_Predicted,Ensemble_Predicted
2352.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2353.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2354.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2355.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2356.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2357.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2358.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2359.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2360.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2361.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2380.jpg,GreenWhite,GreenWhite,Green,Green
2381.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
2382.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
244.jpg,Purple,Purple,Purple,Purple
245.jpg,Purple,Purple,Purple,Purple
2512.jpg,White,GreenRed,White,GreenRed
2513.jpg,White,White,Green,White
2514.jpg,White,GreenRed,GreenRed,GreenRed
2515.jpg,White,White,White,White
2516.jpg,White,White,White,White
2517.jpg,White,White,White,White
2518.jpg,White,White,White,White
2525.jpg,GreenRed,PurpleWhite,PurpleWhite,PurpleWhite
2541.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
2542.jpg,PurpleWhite,White,PurpleWhite,PurpleWhite
2547.jpg,Yellow,Red,GreenRed,PurpleWhite
2566.jpg,RedYellow,RedYellow,RedYellow,RedYellow
2567.jpg,RedYellow,RedYellow,RedYellow,RedYellow
2570.jpg,Purple,Purple,Purple,Purple
2593.jpg,Green,Green,RedYellow,Green
2594.jpg,Green,Green,Green,Green
2595.jpg,Green,Green,Green,Green
2599.jpg,GreenWhite,White,Purple,Purple
2603.jpg,Yellow,RedYellow,GreenRed,RedYellow
2606.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2682.jpg,GreenRed,Purple,Purple,Purple
2683.jpg,GreenRed,Green,GreenRed,Green
2684.jpg,GreenRed,Green,Green,Green
2685.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2686.jpg,GreenRed,Red,GreenRed,GreenRed
2687.jpg,GreenRed,GreenRed,Purple,Purple
2688.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2689.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2690.jpg,GreenRed,Green,GreenRed,Green
2700.jpg,Green,Green,Green,Green
2717.jpg,Green,Green,GreenRed,Green
2718.jpg,Green,Green,GreenRed,Green
2737.jpg,Yellow,Green,Green,Green
2738.jpg,Yellow,Green,Green,Green
2754.jpg,Green,Green,Green,Green
2755.jpg,Green,Green,Green,Green
2892.jpg,Purple,GreenRed,Purple,Purple
2893.jpg,Purple,White,Green,White
2894.jpg,Purple,Purple,Purple,Purple
2895.jpg,Purple,White,Green,White
2896.jpg,Purple,Purple,Purple,Purple
2897.jpg,Purple,Green,Green,Green
2898.jpg,Purple,GreenRed,Purple,Purple
2899.jpg,Purple,RedYellow,Purple,RedYellow
2900.jpg,Purple,Purple,Purple,Purple
2901.jpg,Purple,Purple,Purple,Purple
2902.jpg,Purple,Purple,Purple,Purple
2903.jpg,Purple,Purple,Purple,Purple
2904.jpg,Purple,Green,GreenRed,Green
2905.jpg,Purple,YellowPurple,YellowPurple,YellowPurple
2906.jpg,Purple,Purple,Purple,Purple
2907.jpg,Purple,Purple,GreenRed,GreenRed
2908.jpg,Purple,Purple,Purple,Purple
2994.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2995.jpg,GreenRed,Green,GreenRed,Green
2996.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2997.jpg,GreenRed,GreenRed,Green,Green
2998.jpg,GreenRed,GreenRed,GreenRed,GreenRed
2999.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3000.jpg,GreenRed,Green,GreenRed,Green
3001.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3002.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3003.jpg,GreenRed,Green,GreenRed,Green
3278.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3279.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3280.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3281.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3282.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3283.jpg,GreenRed,Green,Green,Green
3284.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3285.jpg,GreenRed,White,GreenRed,GreenRed
3286.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3287.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3288.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3289.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3290.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3291.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3292.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3293.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3294.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3295.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3296.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3297.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3298.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3329.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3330.jpg,GreenRed,Red,Purple,GreenRed
3331.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3332.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3341.jpg,Green,Green,Green,Green
3474.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3475.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3476.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3477.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3478.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3479.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3480.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3481.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3482.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3483.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3484.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3485.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3486.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3487.jpg,GreenRed,GreenRed,GreenRed,GreenRed
3488.jpg,GreenRed,RedYellow,GreenRed,RedYellow
3491.jpg,Green,GreenWhite,Purple,Purple
3505.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
3506.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
3586.jpg,Purple,Purple,Purple,Purple
3587.jpg,Purple,Purple,Purple,Purple
3588.jpg,Purple,Purple,Purple,Purple
3589.jpg,Purple,Purple,Purple,Purple
3590.jpg,Purple,Purple,Purple,Purple
3591.jpg,Purple,Purple,Purple,Purple
3592.jpg,Purple,Purple,Purple,Purple
3593.jpg,Purple,Purple,Purple,Purple
3594.jpg,Purple,Purple,Purple,Purple
3595.jpg,Purple,Purple,Purple,Purple
3666.jpg,GreenWhite,Green,GreenWhite,Green
3667.jpg,GreenWhite,Purple,GreenRed,GreenRed
3668.jpg,GreenWhite,Green,Green,Green
3669.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
3670.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
3671.jpg,GreenWhite,Green,Green,Green
3672.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
3673.jpg,GreenWhite,Green,GreenWhite,Green
3674.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
3803.jpg,White,White,White,White
3804.jpg,White,Green,Green,Green
3805.jpg,White,White,Green,White
3806.jpg,White,White,GreenWhite,White
3807.jpg,White,White,Green,White
3808.jpg,White,Green,Purple,Green
3809.jpg,White,White,White,White
3810.jpg,White,White,White,White
3811.jpg,White,Green,Green,Green
3812.jpg,White,White,PurpleWhite,PurpleWhite
3965.jpg,Purple,Purple,Purple,Purple
3966.jpg,Purple,Purple,Purple,Purple
3967.jpg,Purple,Purple,Purple,Purple
3968.jpg,Purple,Purple,Purple,Purple
3969.jpg,Purple,Purple,Purple,Purple
3970.jpg,Purple,Purple,Purple,Purple
3971.jpg,Purple,Purple,Purple,Purple
3972.jpg,Purple,Purple,Purple,Purple
3973.jpg,Purple,Purple,Purple,Purple
3974.jpg,Purple,Purple,Purple,Purple
3975.jpg,Purple,Purple,Purple,Purple
3976.jpg,Purple,Purple,Purple,Purple
3977.jpg,Purple,Purple,Purple,Purple
3978.jpg,Purple,Purple,Purple,Purple
3979.jpg,Purple,Purple,Purple,Purple
3980.jpg,Purple,White,White,White
3999.jpg,Green,Green,GreenRed,Green
40.jpg,GreenRed,RedYellow,RedYellow,RedYellow
4000.jpg,Green,Green,Green,Green
4012.jpg,White,White,Purple,Purple
4034.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
4035.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
4036.jpg,GreenWhite,White,White,White
4051.jpg,Green,Green,Green,Green
4052.jpg,Green,Green,Green,Green
4059.jpg,Purple,Purple,Purple,Purple
4070.jpg,Red,Red,Red,Red
4074.jpg,Red,RedYellow,RedYellow,RedYellow
41.jpg,GreenRed,Green,Green,Green
4119.jpg,RedYellow,RedYellow,YellowPurple,RedYellow
4120.jpg,RedYellow,RedYellow,RedYellow,RedYellow
4121.jpg,RedYellow,RedYellow,RedYellow,RedYellow
4122.jpg,RedYellow,RedYellow,RedYellow,RedYellow
4123.jpg,RedYellow,RedYellow,RedYellow,RedYellow
4124.jpg,RedYellow,RedYellow,YellowPurple,RedYellow
4155.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
4156.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
4157.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
4158.jpg,PurpleWhite,PurpleWhite,PurpleWhite,PurpleWhite
4170.jpg,Green,Green,Green,Green
4188.jpg,GreenRed,Green,Purple,Green
4189.jpg,GreenRed,Purple,Purple,Purple
4198.jpg,Green,Green,Green,Green
4208.jpg,Green,Green,Green,Green
4241.jpg,Purple,Green,Green,Green
4242.jpg,Purple,Green,Purple,Green
4243.jpg,Purple,Purple,Purple,Purple
4244.jpg,Purple,Purple,Purple,Purple
4263.jpg,Green,Green,Green,Green
4264.jpg,Green,Green,Green,Green
4265.jpg,Green,Green,Green,Green
4283.jpg,Green,Green,Green,Green
4284.jpg,Green,GreenWhite,Green,Green
4315.jpg,Green,Green,Green,Green
4316.jpg,Green,Green,Green,Green
4317.jpg,Green,Green,Green,Green
4318.jpg,Green,Green,Green,Green
4323.jpg,Purple,Green,Green,Green
4326.jpg,Green,Green,Green,Green
4331.jpg,Green,Green,Green,Green
4334.jpg,Green,Green,Green,Green
4337.jpg,Green,Green,Green,Green
4354.jpg,Green,Green,Green,Green
4355.jpg,Green,Green,Green,Green
4358.jpg,Green,Green,Green,Green
4382.jpg,Green,Green,Green,Green
4383.jpg,Green,White,GreenRed,GreenRed
4384.jpg,Green,Green,Purple,Green
4394.jpg,Red,GreenRed,GreenRed,GreenRed
4446.jpg,Red,Red,Red,Red
4447.jpg,Red,Red,Red,Red
4448.jpg,Red,Red,Red,Red
4449.jpg,Red,Red,Purple,Red
4450.jpg,Red,GreenRed,Red,Red
4451.jpg,Red,White,Purple,Purple
4452.jpg,Red,Green,Purple,Green
4505.jpg,Green,Green,Green,Green
4506.jpg,Green,Green,Green,Green
4507.jpg,Green,Green,Green,Green
4508.jpg,Green,Green,Green,Green
4509.jpg,Green,Green,Green,Green
4510.jpg,Green,Green,Green,Green
4511.jpg,Green,Green,Green,Green
4531.jpg,White,White,White,White
4532.jpg,White,White,Purple,Purple
4533.jpg,White,White,White,White
4571.jpg,Green,Green,Green,Green
4572.jpg,Green,Green,Green,Green
4573.jpg,Green,Green,Green,Green
4574.jpg,Green,Green,Green,Green
4575.jpg,Green,Green,Green,Green
4610.jpg,Yellow,Yellow,Yellow,Yellow
4611.jpg,Yellow,Yellow,Yellow,Yellow
4612.jpg,Yellow,Yellow,Yellow,Yellow
4613.jpg,Yellow,Yellow,Yellow,Yellow
4614.jpg,Yellow,Yellow,Yellow,Yellow
469.jpg,Purple,Purple,Purple,Purple
470.jpg,Purple,Purple,Purple,Purple
471.jpg,Purple,Purple,Purple,Purple
4715.jpg,Yellow,Yellow,Yellow,Yellow
4716.jpg,Yellow,Green,Green,Green
4717.jpg,Yellow,Yellow,Yellow,Yellow
4718.jpg,Yellow,Yellow,Yellow,Yellow
4719.jpg,Yellow,Yellow,Yellow,Yellow
472.jpg,Purple,Purple,Purple,Purple
4720.jpg,Yellow,Yellow,Yellow,Yellow
4721.jpg,Yellow,Yellow,Yellow,Yellow
4722.jpg,Yellow,Yellow,Yellow,Yellow
4723.jpg,Yellow,Yellow,Yellow,Yellow
4724.jpg,Yellow,Yellow,Yellow,Yellow
4725.jpg,Yellow,Yellow,Yellow,Yellow
4726.jpg,Yellow,Yellow,Yellow,Yellow
473.jpg,Purple,Purple,Purple,Purple
474.jpg,Purple,Purple,Purple,Purple
4740.jpg,Green,Green,Green,Green
4741.jpg,Green,Green,Green,Green
4745.jpg,Green,Green,Green,Green
475.jpg,Purple,Purple,Purple,Purple
476.jpg,Purple,Purple,Purple,Purple
477.jpg,Purple,Purple,Purple,Purple
478.jpg,Purple,Purple,Purple,Purple
479.jpg,Purple,Purple,Purple,Purple
480.jpg,Purple,Purple,Purple,Purple
4809.jpg,Yellow,Yellow,Yellow,Yellow
481.jpg,Purple,Purple,Purple,Purple
4810.jpg,Yellow,Yellow,Yellow,Yellow
4811.jpg,Yellow,Yellow,Yellow,Yellow
4812.jpg,Yellow,Yellow,Yellow,Yellow
4813.jpg,Yellow,Yellow,Yellow,Yellow
4814.jpg,Yellow,Yellow,Yellow,Yellow
4815.jpg,Yellow,Yellow,Yellow,Yellow
4816.jpg,Yellow,Yellow,Yellow,Yellow
4950.jpg,White,White,White,White
4951.jpg,White,White,White,White
4952.jpg,White,White,White,White
4953.jpg,White,White,White,White
4954.jpg,White,White,White,White
4955.jpg,White,Green,Green,Green
4956.jpg,White,White,White,White
4957.jpg,White,Green,Purple,Green
4958.jpg,White,White,White,White
4959.jpg,White,White,White,White
4960.jpg,White,White,White,White
4961.jpg,White,White,White,White
4962.jpg,White,White,White,White
4963.jpg,White,White,White,White
4964.jpg,White,White,White,White
4969.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
4973.jpg,White,White,White,White
4999.jpg,Green,Green,Purple,Green
5000.jpg,Green,Green,Green,Green
5001.jpg,Green,Green,Green,Green
5002.jpg,Green,Green,Green,Green
5029.jpg,Purple,Purple,Purple,Purple
5030.jpg,Purple,White,White,White
5031.jpg,Purple,Purple,Purple,Purple
5032.jpg,Purple,Purple,Purple,Purple
5044.jpg,Green,Green,Green,Green
5045.jpg,Green,Green,Purple,Green
5168.jpg,Green,Green,Green,Green
5169.jpg,Green,Green,Green,Green
5170.jpg,Green,Green,Green,Green
5171.jpg,Green,Green,Green,Green
5172.jpg,Green,Green,Green,Green
5173.jpg,Green,Green,Green,Green
5174.jpg,Green,Green,Green,Green
5175.jpg,Green,Green,Green,Green
5176.jpg,Green,Green,Green,Green
5177.jpg,Green,Green,Green,Green
5178.jpg,Green,Green,Green,Green
5179.jpg,Green,Green,Green,Green
5180.jpg,Green,Green,Green,Green
5181.jpg,Green,Green,Green,Green
5239.jpg,Green,Green,Green,Green
5240.jpg,Green,Green,Green,Green
5241.jpg,Green,Green,Green,Green
5242.jpg,Green,Green,Green,Green
5243.jpg,Green,Green,Green,Green
5244.jpg,Green,Green,Green,Green
5245.jpg,Green,Green,Green,Green
5246.jpg,Green,Green,Green,Green
5293.jpg,Yellow,Yellow,Yellow,Yellow
5294.jpg,Yellow,Yellow,Yellow,Yellow
5295.jpg,Yellow,Yellow,Yellow,Yellow
5296.jpg,Yellow,Yellow,Yellow,Yellow
5297.jpg,Yellow,Yellow,Yellow,Yellow
5298.jpg,Yellow,Yellow,Yellow,Yellow
5310.jpg,White,White,White,White
5425.jpg,Green,Green,Green,Green
5426.jpg,Green,Green,Green,Green
5427.jpg,Green,Green,Green,Green
5428.jpg,Green,Green,Green,Green
5429.jpg,Green,Green,Green,Green
5430.jpg,Green,Green,Green,Green
5431.jpg,Green,Green,Green,Green
5432.jpg,Green,Green,Green,Green
5433.jpg,Green,Green,Green,Green
5434.jpg,Green,Green,Green,Green
5435.jpg,Green,Green,RedYellow,Green
5436.jpg,Green,Green,Green,Green
5437.jpg,Green,Green,GreenRed,Green
5472.jpg,GreenWhite,Green,Green,Green
5473.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
5474.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
5475.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
5476.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
5489.jpg,White,White,White,White
5490.jpg,White,White,White,White
5508.jpg,Green,Green,Green,Green
5509.jpg,Green,Green,Green,Green
5536.jpg,Green,Green,Green,Green
5537.jpg,Green,Green,Green,Green
5538.jpg,Green,Green,Green,Green
5539.jpg,Green,Green,Green,Green
5560.jpg,Purple,Purple,Purple,Purple
5561.jpg,Purple,Purple,Purple,Purple
5562.jpg,Purple,Purple,Purple,Purple
5587.jpg,White,Green,Green,Green
5588.jpg,White,White,White,White
5681.jpg,Purple,Purple,Purple,Purple
5682.jpg,Purple,Purple,Purple,Purple
5683.jpg,Purple,Purple,Purple,Purple
5684.jpg,Purple,Purple,Purple,Purple
5685.jpg,Purple,Purple,Purple,Purple
5686.jpg,Purple,Purple,Purple,Purple
5687.jpg,Purple,Purple,Purple,Purple
5688.jpg,Purple,Purple,Purple,Purple
5689.jpg,Purple,Purple,PurpleWhite,PurpleWhite
5690.jpg,Purple,Purple,Purple,Purple
5691.jpg,Purple,Purple,Purple,Purple
5738.jpg,Green,Green,Green,Green
5739.jpg,Green,Green,Green,Green
5740.jpg,Green,Green,Green,Green
5741.jpg,Green,Green,Green,Green
5742.jpg,Green,Green,Green,Green
5743.jpg,Green,Green,Green,Green
5744.jpg,Green,Green,Green,Green
5777.jpg,Green,Green,Green,Green
5778.jpg,Green,Green,Green,Green
5779.jpg,Green,Green,Green,Green
5780.jpg,Green,Green,Green,Green
5795.jpg,Green,Green,Green,Green
5796.jpg,Green,Green,Green,Green
5801.jpg,Green,Green,Green,Green
5806.jpg,White,Green,Green,Green
5819.jpg,Green,Green,Green,Green
5820.jpg,Green,Green,Green,Green
5826.jpg,Yellow,Yellow,Green,Yellow
5978.jpg,Purple,Purple,Purple,Purple
5979.jpg,Purple,Purple,Purple,Purple
5980.jpg,Purple,Purple,Purple,Purple
5981.jpg,Purple,Purple,Purple,Purple
5982.jpg,Purple,Purple,Purple,Purple
5983.jpg,Purple,Purple,Purple,Purple
5984.jpg,Purple,Purple,Purple,Purple
5985.jpg,Purple,Purple,Purple,Purple
5986.jpg,Purple,Purple,Purple,Purple
5987.jpg,Purple,Purple,Purple,Purple
5988.jpg,Purple,Purple,Purple,Purple
5989.jpg,Purple,Purple,Purple,Purple
5990.jpg,Purple,Purple,Purple,Purple
5991.jpg,Purple,Purple,Purple,Purple
5992.jpg,Purple,Purple,Purple,Purple
5993.jpg,Purple,Purple,Purple,Purple
5994.jpg,Purple,Purple,Purple,Purple
5995.jpg,Purple,Purple,Purple,Purple
6011.jpg,Green,Green,Green,Green
6012.jpg,Green,Green,Green,Green
6034.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
6035.jpg,GreenWhite,Green,Green,Green
6036.jpg,GreenWhite,GreenWhite,GreenWhite,GreenWhite
6143.jpg,Green,Green,Green,Green
6144.jpg,Green,Green,Green,Green
6145.jpg,Green,Green,Green,Green
6146.jpg,Green,Green,Green,Green
6147.jpg,Green,Green,Green,Green
6148.jpg,Green,Green,Green,Green
6149.jpg,Green,Green,GreenRed,Green
6150.jpg,Green,Green,Green,Green
6151.jpg,Green,PurpleWhite,Green,Green
6152.jpg,Green,Green,Green,Green
6153.jpg,Green,Green,Green,Green
6154.jpg,Green,Green,GreenRed,Green
6155.jpg,Green,Green,Green,Green
6239.jpg,White,White,White,White
6240.jpg,White,White,White,White
6241.jpg,White,Green,Green,Green
6242.jpg,White,White,White,White
6243.jpg,White,Green,Green,Green
6244.jpg,White,Green,Green,Green
6245.jpg,White,Green,Green,Green
6246.jpg,White,Green,White,Green
6247.jpg,White,Green,White,Green
6286.jpg,Red,Red,Red,Red
6287.jpg,Red,Green,Purple,Green
6288.jpg,Red,Red,Red,Red
